               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.017205,           0.0051693,           0.0039743,             0.99519,              0.9957,             0.99528,             0.86485,            0.012809,           0.0039483,          0.00085043,           0.0060419,           0.0060419,           0.0060419
                 151,            0.017188,           0.0051659,           0.0039913,             0.99622,             0.99408,             0.99529,             0.86503,            0.012792,           0.0039459,          0.00085325,               0.006,               0.006,               0.006
                 152,            0.017159,           0.0051595,           0.0040053,             0.99592,             0.99414,              0.9953,             0.86525,            0.012784,           0.0039438,          0.00085544,           0.0059581,           0.0059581,           0.0059581
                 153,            0.017184,            0.005194,           0.0039893,             0.99604,              0.9943,             0.99529,             0.86528,            0.012776,           0.0039429,          0.00086078,           0.0059162,           0.0059162,           0.0059162
                 154,            0.017116,           0.0051591,           0.0039359,             0.99615,             0.99471,              0.9953,             0.86489,            0.012751,           0.0039424,          0.00083758,           0.0058744,           0.0058744,           0.0058744
                 155,            0.017184,           0.0051812,           0.0040062,             0.99574,             0.99513,             0.99531,             0.86456,            0.012767,           0.0039432,          0.00080837,           0.0058325,           0.0058325,           0.0058325
                 156,            0.017127,           0.0051642,           0.0039434,             0.99632,             0.99442,             0.99531,             0.86421,             0.01279,           0.0039448,          0.00078779,           0.0057907,           0.0057907,           0.0057907
                 157,            0.017086,           0.0051447,           0.0039572,             0.99432,             0.99637,             0.99534,             0.86449,            0.012773,            0.003939,          0.00077839,           0.0057488,           0.0057488,           0.0057488
                 158,            0.017089,           0.0051327,            0.003966,             0.99601,             0.99482,             0.99535,             0.86507,            0.012755,           0.0039328,           0.0007786,            0.005707,            0.005707,            0.005707
                 159,            0.017097,           0.0051462,           0.0039558,             0.99666,             0.99415,             0.99537,             0.86537,            0.012728,           0.0039269,          0.00076945,           0.0056653,           0.0056653,           0.0056653
                 160,            0.017059,           0.0051414,           0.0039273,             0.99462,             0.99639,             0.99537,             0.86594,            0.012723,           0.0039236,          0.00075768,           0.0056236,           0.0056236,           0.0056236
                 161,            0.017078,           0.0051659,           0.0039874,             0.99635,             0.99508,             0.99537,              0.8656,             0.01274,           0.0039246,          0.00075249,           0.0055819,           0.0055819,           0.0055819
                 162,            0.017051,           0.0051228,           0.0038876,             0.99601,             0.99516,             0.99536,             0.86503,            0.012753,           0.0039219,          0.00075798,           0.0055403,           0.0055403,           0.0055403
                 163,            0.016984,           0.0051301,           0.0038469,             0.99535,             0.99621,             0.99538,             0.86497,            0.012757,           0.0039193,          0.00074043,           0.0054987,           0.0054987,           0.0054987
                 164,            0.016979,            0.005102,           0.0038804,             0.99668,             0.99603,             0.99539,             0.86586,            0.012748,           0.0039146,          0.00072243,           0.0054571,           0.0054571,           0.0054571
                 165,            0.016993,           0.0051277,           0.0038651,             0.99455,             0.99748,             0.99539,             0.86595,            0.012743,           0.0039099,          0.00071833,           0.0054157,           0.0054157,           0.0054157
                 166,            0.016897,           0.0050897,            0.003824,             0.99527,             0.99752,             0.99539,             0.86578,            0.012722,           0.0039058,          0.00069929,           0.0053743,           0.0053743,           0.0053743
                 167,            0.016874,           0.0050997,           0.0037869,             0.99718,             0.99514,             0.99541,             0.86684,            0.012706,           0.0039044,          0.00068689,           0.0053329,           0.0053329,           0.0053329
                 168,            0.016892,           0.0050903,           0.0038006,             0.99663,             0.99595,             0.99541,             0.86653,            0.012703,            0.003904,          0.00068839,           0.0052917,           0.0052917,           0.0052917
                 169,             0.01691,           0.0051124,           0.0038236,             0.99675,             0.99573,             0.99542,              0.8662,            0.012718,           0.0039036,          0.00068746,           0.0052505,           0.0052505,           0.0052505
                 170,            0.016829,            0.005075,           0.0038253,             0.99638,             0.99614,             0.99541,             0.86625,            0.012719,           0.0039016,          0.00068546,           0.0052094,           0.0052094,           0.0052094
                 171,            0.016802,            0.005075,           0.0037594,             0.99671,             0.99551,             0.99542,             0.86653,            0.012699,           0.0039023,          0.00069503,           0.0051684,           0.0051684,           0.0051684
                 172,            0.016817,           0.0050771,            0.003784,             0.99659,             0.99549,             0.99541,              0.8665,             0.01268,           0.0039024,          0.00069167,           0.0051274,           0.0051274,           0.0051274
                 173,            0.016829,           0.0050922,           0.0038146,             0.99607,             0.99612,             0.99542,             0.86666,            0.012651,           0.0038982,          0.00069519,           0.0050866,           0.0050866,           0.0050866
                 174,            0.016837,           0.0050858,           0.0038397,             0.99607,             0.99597,             0.99544,             0.86632,            0.012644,           0.0038939,          0.00069355,           0.0050459,           0.0050459,           0.0050459
                 175,            0.016815,            0.005061,           0.0037699,             0.99596,             0.99591,             0.99542,             0.86617,            0.012663,            0.003893,          0.00068605,           0.0050052,           0.0050052,           0.0050052
                 176,            0.016808,           0.0050804,           0.0037733,             0.99504,             0.99653,             0.99542,             0.86676,            0.012659,            0.003892,          0.00069216,           0.0049647,           0.0049647,           0.0049647
                 177,            0.016788,           0.0050517,           0.0037535,             0.99576,             0.99576,              0.9954,             0.86707,            0.012656,           0.0038921,          0.00068721,           0.0049243,           0.0049243,           0.0049243
                 178,            0.016734,           0.0050462,           0.0037355,             0.99623,             0.99536,             0.99539,             0.86709,            0.012661,           0.0038929,          0.00068631,            0.004884,            0.004884,            0.004884
                 179,            0.016686,           0.0050577,           0.0036937,             0.99564,              0.9958,             0.99541,             0.86713,            0.012641,           0.0038901,          0.00067875,           0.0048439,           0.0048439,           0.0048439
                 180,            0.016651,           0.0050328,           0.0036635,             0.99486,             0.99629,              0.9954,               0.867,            0.012641,           0.0038893,          0.00068566,           0.0048038,           0.0048038,           0.0048038
                 181,            0.016708,           0.0050628,           0.0037525,             0.99541,             0.99592,             0.99542,             0.86678,             0.01264,           0.0038913,          0.00068156,           0.0047639,           0.0047639,           0.0047639
                 182,            0.016691,           0.0050364,           0.0036659,             0.99576,             0.99621,             0.99544,             0.86712,            0.012624,           0.0038891,          0.00066755,           0.0047242,           0.0047242,           0.0047242
                 183,            0.016612,           0.0050166,           0.0036369,             0.99592,             0.99634,             0.99545,             0.86729,            0.012629,           0.0038894,          0.00065951,           0.0046845,           0.0046845,           0.0046845
                 184,            0.016594,           0.0050359,           0.0036851,             0.99598,             0.99645,             0.99544,             0.86694,            0.012626,           0.0038882,          0.00066546,            0.004645,            0.004645,            0.004645
                 185,             0.01659,           0.0050161,           0.0036034,             0.99637,             0.99618,             0.99544,             0.86748,            0.012622,           0.0038836,          0.00067628,           0.0046057,           0.0046057,           0.0046057
                 186,             0.01654,            0.005011,           0.0036033,             0.99632,              0.9961,             0.99547,             0.86703,            0.012613,           0.0038739,          0.00067751,           0.0045665,           0.0045665,           0.0045665
                 187,            0.016504,           0.0049903,           0.0036129,             0.99546,             0.99716,             0.99549,             0.86793,            0.012602,           0.0038677,          0.00067944,           0.0045275,           0.0045275,           0.0045275
                 188,            0.016523,           0.0049925,           0.0035665,             0.99682,             0.99645,             0.99549,             0.86797,              0.0126,           0.0038629,          0.00067199,           0.0044886,           0.0044886,           0.0044886
                 189,            0.016495,           0.0049863,           0.0035933,             0.99669,             0.99704,             0.99549,             0.86774,            0.012595,           0.0038596,          0.00066178,           0.0044499,           0.0044499,           0.0044499
                 190,            0.016475,           0.0050015,           0.0035725,             0.99647,             0.99686,              0.9955,             0.86818,            0.012585,           0.0038565,          0.00066704,           0.0044114,           0.0044114,           0.0044114
                 191,             0.01645,           0.0049847,           0.0035783,             0.99648,             0.99699,              0.9955,             0.86828,            0.012573,           0.0038539,            0.000657,           0.0043731,           0.0043731,           0.0043731
                 192,            0.016435,           0.0049752,           0.0035788,             0.99662,              0.9968,              0.9955,             0.86855,            0.012549,           0.0038495,          0.00065981,           0.0043349,           0.0043349,           0.0043349
                 193,            0.016424,           0.0049716,           0.0035776,              0.9964,             0.99704,             0.99548,             0.86868,            0.012538,           0.0038468,          0.00066339,           0.0042969,           0.0042969,           0.0042969
                 194,            0.016378,           0.0049951,           0.0035088,             0.99636,             0.99677,              0.9955,             0.86921,            0.012533,            0.003845,          0.00066538,           0.0042591,           0.0042591,           0.0042591
                 195,            0.016427,           0.0049787,           0.0035272,             0.99656,             0.99685,             0.99552,              0.8682,            0.012539,           0.0038463,          0.00066303,           0.0042215,           0.0042215,           0.0042215
                 196,            0.016362,           0.0049718,           0.0034896,             0.99671,              0.9968,             0.99551,             0.86831,            0.012535,           0.0038442,          0.00066799,            0.004184,            0.004184,            0.004184
                 197,            0.016343,           0.0049665,           0.0035119,             0.99664,             0.99669,              0.9955,             0.86879,            0.012536,           0.0038409,          0.00067455,           0.0041468,           0.0041468,           0.0041468
                 198,            0.016335,           0.0049618,           0.0035416,              0.9962,             0.99657,              0.9955,             0.86847,            0.012533,           0.0038363,          0.00067236,           0.0041098,           0.0041098,           0.0041098
                 199,            0.016326,           0.0049675,            0.003534,             0.99581,             0.99679,              0.9955,             0.86889,            0.012532,           0.0038384,           0.0006718,            0.004073,            0.004073,            0.004073
                 200,            0.016192,           0.0049219,            0.003425,             0.99671,             0.99614,              0.9955,             0.86872,            0.012515,           0.0038337,          0.00064819,           0.0040364,           0.0040364,           0.0040364
                 201,            0.016194,           0.0049337,           0.0035004,             0.99582,             0.99703,              0.9955,             0.86865,            0.012512,            0.003833,          0.00065164,               0.004,               0.004,               0.004
                 202,            0.016117,           0.0048861,           0.0033834,             0.99571,             0.99676,             0.99549,             0.86839,            0.012494,           0.0038282,          0.00065019,           0.0039638,           0.0039638,           0.0039638
                 203,            0.016074,           0.0048719,           0.0033904,              0.9959,             0.99695,              0.9955,             0.86869,            0.012486,           0.0038247,          0.00064839,           0.0039279,           0.0039279,           0.0039279
                 204,            0.016087,           0.0049049,           0.0034688,             0.99731,             0.99592,              0.9955,             0.86968,            0.012458,           0.0038188,          0.00063002,           0.0038922,           0.0038922,           0.0038922
                 205,            0.016002,           0.0048772,           0.0034445,             0.99807,             0.99552,             0.99551,              0.8691,            0.012444,           0.0038137,          0.00063261,           0.0038567,           0.0038567,           0.0038567
                 206,            0.015993,           0.0048736,           0.0034335,             0.99765,             0.99545,             0.99552,             0.86929,            0.012415,           0.0038108,          0.00064519,           0.0038214,           0.0038214,           0.0038214
                 207,            0.015987,           0.0048587,           0.0033759,             0.99677,               0.996,             0.99553,             0.86958,            0.012414,           0.0038103,           0.0006443,           0.0037864,           0.0037864,           0.0037864
                 208,            0.015942,           0.0048441,           0.0033894,             0.99609,             0.99621,             0.99553,             0.86974,              0.0124,           0.0038086,          0.00065799,           0.0037517,           0.0037517,           0.0037517
                 209,              0.0159,           0.0048438,           0.0034099,             0.99583,             0.99657,             0.99553,             0.86906,            0.012404,           0.0038085,          0.00064879,           0.0037171,           0.0037171,           0.0037171
                 210,            0.015854,           0.0048257,           0.0033845,             0.99538,             0.99633,             0.99553,             0.86857,            0.012415,           0.0038114,          0.00065002,           0.0036829,           0.0036829,           0.0036829
                 211,            0.015875,           0.0048304,            0.003397,             0.99809,             0.99392,             0.99552,             0.86885,             0.01242,           0.0038159,          0.00064509,           0.0036489,           0.0036489,           0.0036489
                 212,            0.015844,           0.0048299,           0.0033737,             0.99704,             0.99424,             0.99551,             0.86907,            0.012427,           0.0038176,          0.00065682,           0.0036151,           0.0036151,           0.0036151
                 213,            0.015827,           0.0048209,           0.0033073,             0.99565,             0.99575,             0.99551,             0.86921,            0.012426,           0.0038173,          0.00066934,           0.0035816,           0.0035816,           0.0035816
                 214,             0.01578,           0.0048088,           0.0033353,             0.99575,              0.9957,             0.99551,             0.86983,            0.012412,           0.0038159,          0.00067318,           0.0035484,           0.0035484,           0.0035484
                 215,            0.015751,           0.0048074,            0.003297,             0.99573,             0.99541,             0.99551,             0.87017,            0.012405,           0.0038161,          0.00067691,           0.0035154,           0.0035154,           0.0035154
                 216,            0.015753,           0.0048057,           0.0033228,             0.99619,             0.99531,             0.99552,             0.87013,              0.0124,           0.0038185,          0.00068204,           0.0034827,           0.0034827,           0.0034827
                 217,            0.015686,           0.0047883,           0.0032566,             0.99636,               0.995,             0.99552,              0.8704,            0.012394,           0.0038157,          0.00067711,           0.0034503,           0.0034503,           0.0034503
                 218,            0.015729,           0.0047871,           0.0032687,             0.99667,             0.99497,             0.99552,             0.87011,            0.012385,           0.0038095,          0.00067419,           0.0034182,           0.0034182,           0.0034182
                 219,            0.015672,           0.0048021,           0.0032949,             0.99543,             0.99596,              0.9955,              0.8708,            0.012366,           0.0038094,          0.00066696,           0.0033863,           0.0033863,           0.0033863
                 220,            0.015648,           0.0047765,           0.0032528,             0.99634,             0.99567,              0.9955,             0.87122,             0.01236,           0.0038091,           0.0006583,           0.0033548,           0.0033548,           0.0033548
                 221,            0.015608,           0.0047578,           0.0032436,             0.99626,             0.99584,             0.99554,             0.87179,            0.012342,           0.0038009,          0.00065115,           0.0033235,           0.0033235,           0.0033235
                 222,            0.015573,           0.0047466,           0.0032187,             0.99566,             0.99649,             0.99555,             0.87194,            0.012323,            0.003797,          0.00065199,           0.0032925,           0.0032925,           0.0032925
                 223,            0.015595,           0.0047886,           0.0031974,             0.99612,             0.99621,             0.99554,             0.87201,            0.012326,           0.0037938,          0.00066042,           0.0032618,           0.0032618,           0.0032618
                 224,            0.015551,           0.0047472,           0.0031834,             0.99585,             0.99613,             0.99555,             0.87131,            0.012326,           0.0037907,          0.00066424,           0.0032314,           0.0032314,           0.0032314
                 225,            0.015558,            0.004748,           0.0032247,              0.9951,             0.99674,             0.99555,             0.87113,            0.012319,           0.0037855,          0.00066381,           0.0032013,           0.0032013,           0.0032013
                 226,            0.015522,           0.0047443,           0.0031903,             0.99581,             0.99646,             0.99557,             0.87204,            0.012315,           0.0037803,          0.00065543,           0.0031716,           0.0031716,           0.0031716
                 227,            0.015519,           0.0047489,           0.0031944,             0.99662,             0.99556,             0.99558,             0.87161,            0.012305,           0.0037796,          0.00063317,           0.0031421,           0.0031421,           0.0031421
                 228,            0.015474,           0.0047239,           0.0031637,             0.99812,             0.99422,             0.99559,             0.87164,            0.012302,           0.0037761,          0.00062556,            0.003113,            0.003113,            0.003113
                 229,             0.01546,           0.0047327,           0.0031647,             0.99674,              0.9962,             0.99558,             0.87117,            0.012313,           0.0037755,          0.00060698,           0.0030841,           0.0030841,           0.0030841
                 230,            0.015489,           0.0047325,           0.0031964,             0.99641,             0.99696,             0.99558,             0.87157,            0.012298,           0.0037755,          0.00059771,           0.0030556,           0.0030556,           0.0030556
                 231,            0.015462,           0.0047148,           0.0031496,              0.9978,             0.99619,             0.99559,             0.87211,            0.012286,           0.0037751,          0.00057084,           0.0030274,           0.0030274,           0.0030274
                 232,            0.015416,           0.0047153,           0.0031115,             0.99719,             0.99725,             0.99561,             0.87179,            0.012296,            0.003775,          0.00054324,           0.0029996,           0.0029996,           0.0029996
                 233,            0.015395,           0.0047051,           0.0031083,             0.99828,             0.99639,             0.99562,             0.87113,            0.012293,            0.003773,          0.00053776,            0.002972,            0.002972,            0.002972
                 234,            0.015371,           0.0047121,           0.0031213,             0.99809,             0.99621,             0.99562,             0.87265,             0.01229,           0.0037716,          0.00053686,           0.0029448,           0.0029448,           0.0029448
                 235,            0.015334,           0.0047007,           0.0031417,             0.99743,             0.99619,             0.99562,             0.87168,            0.012295,           0.0037716,          0.00053774,           0.0029179,           0.0029179,           0.0029179
                 236,            0.015359,           0.0046904,             0.00306,             0.99666,             0.99675,             0.99562,             0.87165,            0.012294,           0.0037731,          0.00054961,           0.0028914,           0.0028914,           0.0028914
                 237,             0.01534,           0.0047006,           0.0031133,             0.99608,             0.99749,             0.99562,             0.87145,            0.012293,           0.0037724,          0.00054154,           0.0028652,           0.0028652,           0.0028652
                 238,             0.01534,           0.0046933,           0.0030921,             0.99626,             0.99748,             0.99562,             0.87187,            0.012278,           0.0037694,          0.00054024,           0.0028394,           0.0028394,           0.0028394
                 239,            0.015245,           0.0046717,           0.0029808,             0.99635,             0.99737,             0.99562,             0.87218,            0.012268,           0.0037668,          0.00054654,           0.0028139,           0.0028139,           0.0028139
                 240,            0.015287,           0.0046843,           0.0030974,             0.99653,             0.99702,             0.99562,             0.87232,            0.012253,           0.0037641,          0.00055976,           0.0027887,           0.0027887,           0.0027887
                 241,            0.015294,           0.0046855,            0.003031,             0.99732,             0.99628,             0.99561,             0.87217,            0.012242,           0.0037591,          0.00057902,           0.0027639,           0.0027639,           0.0027639
                 242,            0.015245,           0.0046747,           0.0031095,             0.99732,             0.99638,             0.99562,             0.87226,            0.012248,           0.0037573,          0.00056841,           0.0027395,           0.0027395,           0.0027395
                 243,            0.015211,           0.0046755,           0.0030396,             0.99687,             0.99715,             0.99562,             0.87192,            0.012242,           0.0037551,          0.00055507,           0.0027154,           0.0027154,           0.0027154
                 244,            0.015167,           0.0046674,           0.0029942,             0.99701,             0.99701,             0.99563,             0.87191,            0.012235,           0.0037512,          0.00054495,           0.0026917,           0.0026917,           0.0026917
                 245,            0.015203,           0.0046697,           0.0030334,             0.99717,             0.99678,             0.99563,             0.87244,            0.012231,           0.0037486,          0.00054374,           0.0026683,           0.0026683,           0.0026683
                 246,            0.015194,           0.0046722,           0.0030657,             0.99712,             0.99672,             0.99562,             0.87233,            0.012218,           0.0037451,          0.00054341,           0.0026453,           0.0026453,           0.0026453
                 247,            0.015171,           0.0046607,           0.0030298,             0.99761,             0.99656,             0.99562,             0.87216,            0.012191,           0.0037394,          0.00053636,           0.0026227,           0.0026227,           0.0026227
                 248,            0.015088,           0.0046183,           0.0029697,             0.99745,              0.9968,             0.99562,             0.87208,            0.012178,           0.0037373,          0.00053427,           0.0026004,           0.0026004,           0.0026004
                 249,            0.015118,           0.0046509,           0.0029884,             0.99762,             0.99679,             0.99563,             0.87229,            0.012171,           0.0037365,          0.00053491,           0.0025785,           0.0025785,           0.0025785
                 250,            0.015124,           0.0046531,           0.0029691,             0.99737,             0.99693,             0.99564,             0.87269,            0.012162,           0.0037346,          0.00053422,            0.002557,            0.002557,            0.002557
                 251,            0.015093,           0.0046497,           0.0029725,             0.99741,             0.99706,             0.99564,             0.87385,            0.012145,           0.0037354,          0.00052116,           0.0025359,           0.0025359,           0.0025359
                 252,            0.015069,           0.0046368,           0.0029995,             0.99722,             0.99737,             0.99565,             0.87386,            0.012125,           0.0037347,          0.00050759,           0.0025151,           0.0025151,           0.0025151
                 253,            0.015084,           0.0046308,           0.0029562,             0.99737,             0.99721,             0.99565,             0.87424,            0.012113,           0.0037364,          0.00050359,           0.0024948,           0.0024948,           0.0024948
                 254,            0.015029,           0.0046227,            0.002954,             0.99771,             0.99674,             0.99565,             0.87435,            0.012098,           0.0037375,          0.00049654,           0.0024748,           0.0024748,           0.0024748
                 255,            0.015026,            0.004621,           0.0029422,             0.99692,             0.99735,             0.99564,             0.87419,            0.012082,           0.0037356,          0.00049667,           0.0024552,           0.0024552,           0.0024552
                 256,            0.014981,           0.0046004,           0.0028917,             0.99743,             0.99685,             0.99563,             0.87373,             0.01207,           0.0037309,          0.00050006,            0.002436,            0.002436,            0.002436
                 257,            0.015012,           0.0046052,           0.0028958,              0.9972,             0.99668,             0.99563,             0.87467,            0.012054,           0.0037282,          0.00050226,           0.0024172,           0.0024172,           0.0024172
                 258,            0.015032,           0.0046277,           0.0029643,             0.99672,             0.99749,             0.99563,             0.87476,            0.012053,           0.0037305,          0.00050699,           0.0023987,           0.0023987,           0.0023987
                 259,            0.014981,           0.0045977,           0.0028878,             0.99674,              0.9973,             0.99562,             0.87487,             0.01206,           0.0037352,          0.00050442,           0.0023807,           0.0023807,           0.0023807
                 260,            0.014955,           0.0045967,           0.0029491,             0.99709,             0.99722,             0.99562,             0.87483,            0.012048,           0.0037338,          0.00050403,           0.0023631,           0.0023631,           0.0023631
                 261,            0.014987,           0.0046132,           0.0029498,             0.99707,             0.99706,             0.99563,             0.87479,            0.012053,           0.0037319,          0.00050388,           0.0023458,           0.0023458,           0.0023458
                 262,            0.014922,           0.0045984,           0.0028061,              0.9963,             0.99743,             0.99563,             0.87534,            0.012045,           0.0037285,          0.00050453,            0.002329,            0.002329,            0.002329
                 263,            0.014932,           0.0045866,           0.0029101,              0.9965,             0.99758,             0.99563,             0.87512,            0.012029,           0.0037253,          0.00049737,           0.0023125,           0.0023125,           0.0023125
                 264,            0.014914,           0.0045728,           0.0028703,             0.99729,             0.99736,             0.99566,             0.87566,            0.012021,           0.0037235,           0.0004949,           0.0022965,           0.0022965,           0.0022965
                 265,            0.014917,            0.004579,            0.002904,             0.99757,             0.99737,             0.99566,             0.87532,            0.012016,           0.0037231,           0.0005008,           0.0022809,           0.0022809,           0.0022809
                 266,            0.014889,           0.0045938,           0.0028763,              0.9969,             0.99762,             0.99567,             0.87461,            0.012024,           0.0037184,          0.00051098,           0.0022657,           0.0022657,           0.0022657
                 267,            0.014889,           0.0045877,           0.0029117,             0.99728,             0.99739,             0.99567,             0.87413,            0.012031,           0.0037116,          0.00051209,           0.0022509,           0.0022509,           0.0022509
                 268,              0.0149,           0.0045966,           0.0028677,             0.99693,             0.99768,             0.99567,             0.87427,            0.012034,           0.0037081,          0.00051805,           0.0022365,           0.0022365,           0.0022365
                 269,            0.014884,           0.0045771,           0.0028323,             0.99716,             0.99758,             0.99567,             0.87405,            0.012034,           0.0037075,          0.00052046,           0.0022225,           0.0022225,           0.0022225
                 270,            0.014909,           0.0045798,           0.0028255,             0.99725,             0.99769,             0.99569,             0.87431,            0.012036,           0.0037075,          0.00051401,           0.0022089,           0.0022089,           0.0022089
                 271,            0.014873,           0.0045837,           0.0028522,             0.99748,             0.99759,             0.99569,             0.87403,            0.012031,           0.0037064,          0.00050472,           0.0021958,           0.0021958,           0.0021958
                 272,            0.014833,           0.0045658,           0.0028284,             0.99724,             0.99762,             0.99569,             0.87452,            0.012034,           0.0037084,          0.00049173,            0.002183,            0.002183,            0.002183
                 273,            0.014842,           0.0045565,           0.0028641,             0.99764,             0.99711,             0.99569,             0.87462,            0.012038,           0.0037092,          0.00048116,           0.0021707,           0.0021707,           0.0021707
                 274,            0.014828,           0.0045637,           0.0027895,             0.99732,              0.9974,             0.99567,             0.87451,            0.012029,           0.0037082,          0.00048256,           0.0021588,           0.0021588,           0.0021588
                 275,             0.01483,           0.0045839,           0.0028771,             0.99697,             0.99749,             0.99568,             0.87473,            0.012007,           0.0037076,          0.00047961,           0.0021473,           0.0021473,           0.0021473
                 276,            0.014761,           0.0045559,           0.0027682,             0.99816,             0.99661,             0.99569,             0.87464,             0.01201,           0.0037066,          0.00047322,           0.0021363,           0.0021363,           0.0021363
                 277,            0.014807,           0.0045542,            0.002798,             0.99784,             0.99713,             0.99569,             0.87565,            0.012008,           0.0037068,          0.00047111,           0.0021257,           0.0021257,           0.0021257
                 278,            0.014759,           0.0045376,           0.0027626,             0.99753,             0.99722,             0.99569,             0.87605,            0.012006,           0.0037109,          0.00045888,           0.0021155,           0.0021155,           0.0021155
                 279,            0.014755,           0.0045448,           0.0028313,             0.99775,             0.99708,             0.99569,             0.87561,            0.012005,            0.003713,          0.00045844,           0.0021057,           0.0021057,           0.0021057
                 280,            0.014748,           0.0045416,           0.0027858,             0.99812,             0.99659,              0.9957,             0.87578,            0.012003,           0.0037109,           0.0004494,           0.0020963,           0.0020963,           0.0020963
                 281,             0.01475,           0.0045343,           0.0027598,             0.99747,              0.9974,              0.9957,             0.87553,            0.011988,           0.0037058,          0.00043881,           0.0020874,           0.0020874,           0.0020874
                 282,            0.014745,           0.0045434,           0.0028095,             0.99692,             0.99762,             0.99569,             0.87546,            0.011983,           0.0037042,          0.00045486,           0.0020789,           0.0020789,           0.0020789
                 283,            0.014727,           0.0045389,           0.0028114,             0.99788,             0.99659,             0.99569,             0.87568,            0.011974,           0.0037003,          0.00046276,           0.0020709,           0.0020709,           0.0020709
                 284,            0.014759,           0.0045406,           0.0027777,             0.99849,             0.99637,              0.9957,             0.87586,             0.01197,           0.0036994,          0.00045404,           0.0020632,           0.0020632,           0.0020632
                 285,            0.014727,           0.0045369,           0.0027485,              0.9974,             0.99735,             0.99569,              0.8764,            0.011961,           0.0036976,          0.00045988,            0.002056,            0.002056,            0.002056
                 286,            0.014736,           0.0045416,           0.0027459,             0.99695,             0.99757,             0.99569,             0.87544,            0.011958,           0.0036994,          0.00046251,           0.0020492,           0.0020492,           0.0020492
                 287,            0.014704,           0.0045424,            0.002817,             0.99739,             0.99696,             0.99569,             0.87556,             0.01196,           0.0037031,          0.00046673,           0.0020429,           0.0020429,           0.0020429
                 288,            0.014718,           0.0045452,           0.0027869,             0.99721,             0.99696,             0.99569,             0.87565,             0.01197,           0.0037074,          0.00046683,            0.002037,            0.002037,            0.002037
                 289,            0.014678,           0.0045359,           0.0027039,             0.99736,             0.99694,             0.99569,             0.87618,            0.011967,           0.0037093,          0.00046827,           0.0020315,           0.0020315,           0.0020315
                 290,            0.014764,           0.0045483,             0.00283,             0.99792,             0.99668,             0.99569,             0.87597,            0.011974,           0.0037125,           0.0004647,           0.0020265,           0.0020265,           0.0020265
                 291,            0.014745,            0.004541,           0.0027684,             0.99751,             0.99698,             0.99569,             0.87612,            0.011972,           0.0037137,          0.00047202,           0.0020219,           0.0020219,           0.0020219
                 292,            0.014695,           0.0045391,           0.0027535,             0.99774,              0.9968,             0.99569,             0.87614,            0.011979,           0.0037131,          0.00047179,           0.0020178,           0.0020178,           0.0020178
                 293,             0.01469,           0.0045356,           0.0027909,              0.9974,             0.99721,             0.99569,             0.87603,            0.011986,           0.0037096,          0.00047014,            0.002014,            0.002014,            0.002014
                 294,            0.014692,           0.0045368,           0.0028122,             0.99754,             0.99628,             0.99569,             0.87564,            0.011994,           0.0037062,          0.00048321,           0.0020107,           0.0020107,           0.0020107
                 295,            0.014755,           0.0045446,           0.0028408,             0.99586,             0.99751,             0.99569,             0.87603,            0.011999,           0.0037048,          0.00050531,           0.0020079,           0.0020079,           0.0020079
                 296,            0.014697,           0.0045341,           0.0027868,             0.99612,             0.99758,             0.99568,             0.87549,            0.012004,           0.0037038,          0.00051055,           0.0020055,           0.0020055,           0.0020055
                 297,            0.014693,           0.0045227,            0.002751,              0.9966,             0.99725,             0.99569,             0.87562,            0.011996,           0.0037043,          0.00051196,           0.0020035,           0.0020035,           0.0020035
                 298,            0.014667,           0.0045226,            0.002769,             0.99663,             0.99732,             0.99568,              0.8759,            0.011993,           0.0037043,          0.00048907,            0.002002,            0.002002,            0.002002
                 299,            0.014725,           0.0045405,           0.0027608,             0.99653,             0.99748,             0.99569,             0.87605,            0.011991,            0.003701,          0.00048066,           0.0020009,           0.0020009,           0.0020009
